clue_fraction,target,coinc_acc,coinc_sens,coinc_spec,unk_acc_initial_guess,unk_acc_dynamics_coinc,unk_acc_numpy_conflict_mask,exact_initial,exact_dynamics,exact_numpy
0.25,166,0.8324074074074074,0.41358024691358025,0.8789437585733882,0.18032786885245902,0.16393442622950818,1.0,0,0,1
0.25,72,0.8135802469135802,0.3271604938271605,0.8676268861454046,0.16393442622950818,0.2786885245901639,0.18032786885245902,0,0,0
0.25,125,0.8746913580246913,0.6172839506172839,0.9032921810699589,0.3114754098360656,1.0,1.0,0,1,1
0.25,155,0.9996913580246913,1.0,0.9996570644718793,1.0,1.0,1.0,1,1,1
0.25,87,0.9410493827160494,0.8425925925925926,0.9519890260631001,0.3114754098360656,1.0,1.0,0,1,1
0.25,112,0.758641975308642,0.25925925925925924,0.8141289437585734,0.06557377049180328,0.14754098360655737,0.11475409836065574,0,0,0
0.25,42,0.7722222222222223,0.23148148148148148,0.8323045267489712,0.16393442622950818,0.08196721311475409,0.08196721311475409,0,0,0
0.25,136,0.7904320987654321,0.22839506172839505,0.852880658436214,0.08196721311475409,0.08196721311475409,0.14754098360655737,0,0,0
0.25,178,0.8598765432098765,0.4876543209876543,0.9012345679012346,0.26229508196721313,1.0,1.0,0,1,1
0.25,184,0.7898148148148149,0.2962962962962963,0.8446502057613169,0.11475409836065574,0.13114754098360656,0.08196721311475409,0,0,0
0.25,0,0.7972222222222223,0.33024691358024694,0.8491083676268861,0.16393442622950818,0.08196721311475409,0.09836065573770492,0,0,0
0.25,171,0.766358024691358,0.24382716049382716,0.8244170096021948,0.08196721311475409,0.13114754098360656,0.09836065573770492,0,0,0
0.25,99,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
0.27,110,0.7987654320987654,0.29012345679012347,0.855281207133059,0.1016949152542373,0.13559322033898305,0.13559322033898305,0,0,0
0.27,137,0.9728395061728395,0.9320987654320988,0.977366255144033,0.7796610169491526,1.0,1.0,0,1,1
0.27,187,0.7882716049382716,0.2345679012345679,0.8497942386831275,0.0847457627118644,0.01694915254237288,0.13559322033898305,0,0,0
0.27,42,0.9126543209876543,0.7314814814814815,0.9327846364883402,0.3898305084745763,1.0,1.0,0,1,1
0.27,149,0.8222222222222222,0.3055555555555556,0.8796296296296297,0.15254237288135594,0.13559322033898305,0.1694915254237288,0,0,0
0.27,7,0.9975308641975309,0.9969135802469136,0.997599451303155,1.0,1.0,1.0,1,1,1
0.27,129,0.8274691358024692,0.2808641975308642,0.8882030178326474,0.23728813559322035,0.05084745762711865,0.2033898305084746,0,0,0
0.27,76,0.7882716049382716,0.2808641975308642,0.8446502057613169,0.11864406779661017,0.0847457627118644,0.11864406779661017,0,0,0
0.27,124,0.9756172839506173,0.9506172839506173,0.9783950617283951,0.7457627118644068,1.0,1.0,0,1,1
