config,dataset,M,img_dim,sigma,target,initial_overlap,cleaned_overlap,exact,recon_corr_initial,recon_corr_cleaned
MNIST M=800 (capacity test),mnist,800,784,0.1,261,0.25333333333333335,0.24,0,0.12777842255364888,0.34519288294666856
MNIST M=800 (capacity test),mnist,800,784,0.1,543,0.26,0.20666666666666667,0,0.4556930255697287,0.2283131252650975
MNIST M=800 (capacity test),mnist,800,784,0.1,114,0.23333333333333334,0.20666666666666667,0,0.20268531221281036,0.22725342780776359
MNIST M=800 (capacity test),mnist,800,784,0.1,374,0.21333333333333335,0.28,0,0.16858472480807762,0.33336844331178245
MNIST M=800 (capacity test),mnist,800,784,0.1,412,0.25333333333333335,0.24,0,-0.28910543417040585,0.5313535172479128
MNIST M=800 (capacity test),mnist,800,784,0.1,619,0.21333333333333335,0.20666666666666667,0,0.16153230034746807,0.5881343740403329
MNIST M=800 (capacity test),mnist,800,784,0.1,523,0.20666666666666667,0.22,0,0.21868335547988282,0.25736617627228325
MNIST M=800 (capacity test),mnist,800,784,0.1,365,0.22,0.21333333333333335,0,0.2984831980719877,0.3170000106651526
MNIST M=800 (capacity test),mnist,800,784,0.1,97,0.25333333333333335,0.16,0,0.05797982762703617,0.283881642348508
MNIST M=800 (capacity test),mnist,800,784,0.1,157,0.22,0.18666666666666668,0,-0.06056428231599645,0.5118707776084458
MNIST M=800 (capacity test),mnist,800,784,0.1,532,0.24666666666666667,0.18,0,0.33070106689831563,0.43000690158436455
MNIST M=800 (capacity test),mnist,800,784,0.1,347,0.17333333333333334,0.23333333333333334,0,0.3839087872241973,0.34819055923620074
MNIST M=800 (capacity test),mnist,800,784,0.1,293,0.22666666666666666,0.21333333333333335,0,0.41127034131289336,0.3506159180866879
MNIST M=800 (capacity test),mnist,800,784,0.1,336,0.17333333333333334,0.26,0,0.06019252057063893,0.14732526168046892
MNIST M=800 (capacity test),mnist,800,784,0.1,672,0.22,0.16666666666666666,0,0.02103090808639041,0.3506762292428598
MNIST M=800 (capacity test),mnist,800,784,0.1,545,0.22,0.18,0,0.3285252288287492,0.2480630194466312
MNIST M=800 (capacity test),mnist,800,784,0.1,536,0.26,0.28,0,0.026533994775590736,0.17827878702196504
MNIST M=800 (capacity test),mnist,800,784,0.1,73,0.20666666666666667,0.18,0,0.04624191856298036,0.663559534305835
MNIST M=800 (capacity test),mnist,800,784,0.1,455,0.34,1.0,1,-0.12890020711847675,0.999999999942807
MNIST M=800 (capacity test),mnist,800,784,0.1,249,0.22,0.18,0,0.48528312691148956,0.1669990126589534
MNIST M=800 (capacity test),mnist,800,784,0.1,68,0.2,0.16666666666666666,0,0.3235548809349947,0.1009319022397521
MNIST M=800 (capacity test),mnist,800,784,0.1,562,0.2866666666666667,0.28,0,0.20225922261782425,0.17080862732080845
MNIST M=800 (capacity test),mnist,800,784,0.1,11,0.22,0.23333333333333334,0,0.22839502046132854,0.31992011853859653
MNIST M=800 (capacity test),mnist,800,784,0.1,230,0.2,0.2,0,0.37193768860307574,0.1481729745938548
MNIST M=800 (capacity test),mnist,800,784,0.1,110,0.18666666666666668,0.16666666666666666,0,-0.05461639557676255,0.2867197954860051
MNIST M=800 (capacity test),mnist,800,784,0.1,325,0.19333333333333333,0.22666666666666666,0,-0.02140623907556699,0.4833602275445806
MNIST M=800 (capacity test),mnist,800,784,0.1,237,0.17333333333333334,0.16666666666666666,0,0.29138491699978664,0.5097281204507412
MNIST M=800 (capacity test),mnist,800,784,0.1,156,0.20666666666666667,0.23333333333333334,0,0.2060367383703841,0.13474145824635123
MNIST M=800 (capacity test),mnist,800,784,0.1,531,0.15333333333333332,0.18,0,0.5752734955680078,0.3110897940364535
MNIST M=800 (capacity test),mnist,800,784,0.1,656,0.26,0.21333333333333335,0,0.3624997056846993,0.4981949978321121
MNIST M=800 (capacity test),mnist,800,784,0.1,511,0.21333333333333335,0.16,0,0.22227666849397804,0.43781687784951545
MNIST M=800 (capacity test),mnist,800,784,0.1,501,0.18,0.22,0,0.6132385797607003,0.1389827122332813
MNIST M=800 (capacity test),mnist,800,784,0.2,709,0.21333333333333335,0.19333333333333333,0,0.025406125120651095,0.25557729325981493
MNIST M=800 (capacity test),mnist,800,784,0.2,769,0.2,0.24,0,0.06905181961561101,0.3152480270401226
MNIST M=800 (capacity test),mnist,800,784,0.2,739,0.2,0.14666666666666667,0,0.23397912491279535,0.3722234714422031
MNIST M=800 (capacity test),mnist,800,784,0.2,239,0.17333333333333334,0.26666666666666666,0,0.6040794975030107,0.25393550508033674
MNIST M=800 (capacity test),mnist,800,784,0.2,431,0.22666666666666666,0.24,0,0.2329181448803311,0.19889117297733694
MNIST M=800 (capacity test),mnist,800,784,0.2,617,0.22,0.21333333333333335,0,0.38521405390791175,0.3233071368871135
MNIST M=800 (capacity test),mnist,800,784,0.2,731,0.22666666666666666,0.26,0,0.0031408797882500343,0.07518735692476375
MNIST M=800 (capacity test),mnist,800,784,0.2,99,0.22,0.16,0,0.35344396295342173,0.21453019459838663
MNIST M=800 (capacity test),mnist,800,784,0.2,697,0.14,0.20666666666666667,0,0.24351621402491905,0.25251842539925395
MNIST M=800 (capacity test),mnist,800,784,0.2,183,0.18666666666666668,0.22666666666666666,0,0.4998227566168063,0.32539698308561776
MNIST M=800 (capacity test),mnist,800,784,0.2,170,0.24666666666666667,0.2,0,0.457082588962975,0.3488037666262464
MNIST M=800 (capacity test),mnist,800,784,0.2,226,0.25333333333333335,0.19333333333333333,0,0.5688994593463097,0.28044690167997205
MNIST M=800 (capacity test),mnist,800,784,0.2,430,0.2,0.2733333333333333,0,0.1630558599514411,0.6912775993389496
MNIST M=800 (capacity test),mnist,800,784,0.2,280,0.2,0.24666666666666667,0,0.43028648183027907,0.5052553169740053
MNIST M=800 (capacity test),mnist,800,784,0.2,28,0.20666666666666667,0.25333333333333335,0,0.16740915017882815,0.34588693581137514
MNIST M=800 (capacity test),mnist,800,784,0.2,384,0.23333333333333334,0.21333333333333335,0,0.01539854413801149,0.37676989422346735
MNIST M=800 (capacity test),mnist,800,784,0.2,7,0.18,0.25333333333333335,0,0.15228490854932616,0.3632062654023835
MNIST M=800 (capacity test),mnist,800,784,0.2,632,0.18,0.20666666666666667,0,0.18532652885075274,0.2611356788113347
MNIST M=800 (capacity test),mnist,800,784,0.2,614,0.18,0.2,0,-0.03223212225386693,0.11172126088664733
MNIST M=800 (capacity test),mnist,800,784,0.2,11,0.18666666666666668,0.16666666666666666,0,0.42006122977441435,0.4943230599882865
MNIST M=800 (capacity test),mnist,800,784,0.2,183,0.22,0.26666666666666666,0,-0.14038139634369826,0.2042423242691233
MNIST M=800 (capacity test),mnist,800,784,0.2,245,0.17333333333333334,0.19333333333333333,0,-0.009684756447637078,0.3542510143744043
MNIST M=800 (capacity test),mnist,800,784,0.2,720,0.26,0.22666666666666666,0,0.2123242406470916,0.2356011860079512
MNIST M=800 (capacity test),mnist,800,784,0.2,495,0.20666666666666667,0.14666666666666667,0,0.28236534156873166,0.5687034054252456
MNIST M=800 (capacity test),mnist,800,784,0.2,676,0.16666666666666666,0.16666666666666666,0,0.2801542896754686,0.30607775632493367
MNIST M=800 (capacity test),mnist,800,784,0.2,751,0.2866666666666667,0.23333333333333334,0,0.15494036648997583,0.3224003241002101
MNIST M=800 (capacity test),mnist,800,784,0.2,245,0.22,0.19333333333333333,0,0.2311196906374497,0.011564502043112605
MNIST M=800 (capacity test),mnist,800,784,0.2,17,0.21333333333333335,0.22,0,0.2603993203633475,0.18213698478034507
MNIST M=800 (capacity test),mnist,800,784,0.2,692,0.22666666666666666,0.26,0,0.2554143352630097,0.20552886815593824
MNIST M=800 (capacity test),mnist,800,784,0.2,730,0.22,0.16666666666666666,0,0.10792996366136623,0.3264480779728299
MNIST M=800 (capacity test),mnist,800,784,0.2,490,0.25333333333333335,0.21333333333333335,0,0.24226518263333932,0.2625329886805955
MNIST M=800 (capacity test),mnist,800,784,0.2,130,0.20666666666666667,0.23333333333333334,0,0.287083233052158,0.2909287921890688
MNIST M=800 (capacity test),mnist,800,784,0.2,164,0.19333333333333333,0.21333333333333335,0,0.16237575410694366,0.261801309569491
MNIST M=800 (capacity test),mnist,800,784,0.2,799,0.16,0.21333333333333335,0,0.18371210055091597,0.23928949416808268
MNIST M=800 (capacity test),mnist,800,784,0.2,730,0.20666666666666667,0.19333333333333333,0,0.1438467475643949,0.2773696058320437
MNIST M=800 (capacity test),mnist,800,784,0.2,231,0.19333333333333333,0.24666666666666667,0,0.19322399564629017,0.18497430677665214
MNIST M=800 (capacity test),mnist,800,784,0.2,551,0.17333333333333334,0.22666666666666666,0,0.18672625639483525,0.15396254887722577
MNIST M=800 (capacity test),mnist,800,784,0.2,57,0.18,0.16666666666666666,0,-0.06352058192957014,0.2830026966920188
MNIST M=800 (capacity test),mnist,800,784,0.2,377,0.26666666666666666,0.23333333333333334,0,0.08311721460433245,0.34571325612097575
MNIST M=800 (capacity test),mnist,800,784,0.2,609,0.17333333333333334,0.20666666666666667,0,0.0776477989880672,0.23222711249356792
MNIST M=800 (capacity test),mnist,800,784,0.3,365,0.18666666666666668,0.25333333333333335,0,0.07791620538037308,0.1694294015251272
MNIST M=800 (capacity test),mnist,800,784,0.3,358,0.19333333333333333,0.2,0,0.1653428806752183,0.18792966910866907
MNIST M=800 (capacity test),mnist,800,784,0.3,102,0.19333333333333333,0.24666666666666667,0,0.14236553934563617,0.2995622902803326
MNIST M=800 (capacity test),mnist,800,784,0.3,642,0.22,0.15333333333333332,0,0.32572147453796946,0.2898583532715494
MNIST M=800 (capacity test),mnist,800,784,0.3,735,0.14666666666666667,0.22666666666666666,0,-0.15600377200032522,0.5089500467162628
MNIST M=800 (capacity test),mnist,800,784,0.3,103,0.18666666666666668,0.32,0,0.01620889135073256,0.3063318326732417
MNIST M=800 (capacity test),mnist,800,784,0.3,626,0.19333333333333333,0.18,0,0.17630546622931784,0.45115877661150333
MNIST M=800 (capacity test),mnist,800,784,0.3,595,0.22,0.2733333333333333,0,0.01363383667687167,0.32726344352400655
MNIST M=800 (capacity test),mnist,800,784,0.3,180,0.16666666666666666,0.21333333333333335,0,0.10625565048604145,0.16596129775270796
MNIST M=800 (capacity test),mnist,800,784,0.3,176,0.17333333333333334,0.22666666666666666,0,0.1388705648436561,0.24832770715167898
MNIST M=800 (capacity test),mnist,800,784,0.3,217,0.17333333333333334,0.23333333333333334,0,-0.019697865581333636,0.42822943411091613
MNIST M=800 (capacity test),mnist,800,784,0.3,254,0.2733333333333333,0.24,0,0.20181460035912654,0.28632015380740855
MNIST M=800 (capacity test),mnist,800,784,0.3,671,0.14,0.1,0,0.19372280420305985,0.09557160916968387
MNIST M=800 (capacity test),mnist,800,784,0.3,584,0.19333333333333333,0.21333333333333335,0,0.32587824163763995,0.03372548633703402
MNIST M=800 (capacity test),mnist,800,784,0.3,273,0.24,0.22,0,0.0008723951377404684,0.2977698748456682
MNIST M=800 (capacity test),mnist,800,784,0.3,597,0.22,0.21333333333333335,0,0.35345663028555546,0.23798946107227392
MNIST M=800 (capacity test),mnist,800,784,0.3,361,0.16666666666666666,0.24,0,0.2527983088480615,0.14693820810038477
MNIST M=800 (capacity test),mnist,800,784,0.3,662,0.21333333333333335,0.2,0,0.3434750381405655,0.4089340256699431
MNIST M=800 (capacity test),mnist,800,784,0.3,682,0.22666666666666666,0.22666666666666666,0,0.38843054695265156,0.4898486881810005
MNIST M=800 (capacity test),mnist,800,784,0.3,177,0.21333333333333335,0.21333333333333335,0,0.403112370996706,0.3344280451031231
MNIST M=800 (capacity test),mnist,800,784,0.3,707,0.19333333333333333,0.17333333333333334,0,0.17435413729071278,0.049003084693741726
MNIST M=800 (capacity test),mnist,800,784,0.3,789,0.18666666666666668,0.16666666666666666,0,0.09620893217564819,0.09069267689341884
MNIST M=800 (capacity test),mnist,800,784,0.3,533,0.23333333333333334,0.26,0,0.3442275762781527,0.45261495845343286
MNIST M=800 (capacity test),mnist,800,784,0.3,515,0.26666666666666666,0.16666666666666666,0,0.33398225731647885,0.1895615176514254
MNIST M=800 (capacity test),mnist,800,784,0.3,176,0.14666666666666667,0.22666666666666666,0,-0.09194801213782962,0.24832770715167898
MNIST M=800 (capacity test),mnist,800,784,0.3,627,0.22666666666666666,0.22666666666666666,0,0.2564849845656856,0.5542896935169436
MNIST M=800 (capacity test),mnist,800,784,0.3,318,0.18,0.23333333333333334,0,0.19709582266201492,0.3861415705419865
MNIST M=800 (capacity test),mnist,800,784,0.3,139,0.2,0.20666666666666667,0,-0.04780145052633938,0.32511219493344695
MNIST M=800 (capacity test),mnist,800,784,0.3,349,0.22,0.22,0,0.32159176518689825,0.2757260961315358
MNIST M=800 (capacity test),mnist,800,784,0.3,511,0.23333333333333334,0.24666666666666667,0,0.34532071486175503,0.5721031728652128
MNIST M=800 (capacity test),mnist,800,784,0.3,126,0.24,0.2,0,0.16355649047360601,0.2975754347235858
MNIST M=800 (capacity test),mnist,800,784,0.3,58,0.17333333333333334,0.18666666666666668,0,0.36676371184739176,0.17597741249830154
MNIST M=800 (capacity test),mnist,800,784,0.3,672,0.19333333333333333,0.22666666666666666,0,0.36893238020275204,0.3520892719055235
MNIST M=800 (capacity test),mnist,800,784,0.3,532,0.20666666666666667,0.18,0,0.11615972562841136,0.43000690158436455
MNIST M=800 (capacity test),mnist,800,784,0.3,102,0.21333333333333335,0.24666666666666667,0,0.20517640160279163,0.2995622902803326
MNIST M=800 (capacity test),mnist,800,784,0.3,776,0.22,0.24,0,0.3991766946346367,0.25569931519946637
MNIST M=800 (capacity test),mnist,800,784,0.3,5,0.26,0.24666666666666667,0,0.2656890483289518,0.1182341236531225
MNIST M=800 (capacity test),mnist,800,784,0.3,519,0.17333333333333334,0.24,0,0.052700472448415484,0.5084057022676246
MNIST M=800 (capacity test),mnist,800,784,0.3,259,0.16666666666666666,0.15333333333333332,0,0.01650249937753911,0.34583126732430136
MNIST M=800 (capacity test),mnist,800,784,0.3,230,0.2,0.22666666666666666,0,0.2167705859910815,0.09777432943366482
MNIST M=800 (capacity test),mnist,800,784,0.4,356,0.14666666666666667,0.17333333333333334,0,0.2637010640882469,0.48517925717531596
MNIST M=800 (capacity test),mnist,800,784,0.4,521,0.22666666666666666,0.20666666666666667,0,-0.3467469260588983,0.2905450131410314
MNIST M=800 (capacity test),mnist,800,784,0.4,551,0.14666666666666667,0.2,0,0.4073759934192521,0.33545346874896903
MNIST M=800 (capacity test),mnist,800,784,0.4,325,0.17333333333333334,0.14,0,0.05239418452306413,0.21106323732116453
MNIST M=800 (capacity test),mnist,800,784,0.4,34,0.21333333333333335,0.22,0,0.1975576621337673,0.11940205743783101
MNIST M=800 (capacity test),mnist,800,784,0.4,99,0.14,0.16,0,0.3471545002099745,0.2188703311011623
MNIST M=800 (capacity test),mnist,800,784,0.4,306,0.18666666666666668,0.18666666666666668,0,0.3680164075007056,0.37262708039452325
MNIST M=800 (capacity test),mnist,800,784,0.4,351,0.18,0.18,0,0.37769926299894085,0.34431530028251844
MNIST M=800 (capacity test),mnist,800,784,0.4,150,0.17333333333333334,0.15333333333333332,0,0.17194298180173598,0.36997825879555024
MNIST M=800 (capacity test),mnist,800,784,0.4,7,0.18,0.25333333333333335,0,0.43526782376338735,0.3632062654023835
MNIST M=800 (capacity test),mnist,800,784,0.4,334,0.17333333333333334,0.24,0,0.22475158222443034,0.362957839066059
MNIST M=800 (capacity test),mnist,800,784,0.4,23,0.21333333333333335,0.2866666666666667,0,0.2946651983244216,0.38684340571727244
MNIST M=800 (capacity test),mnist,800,784,0.4,354,0.2,0.18666666666666668,0,0.021746687824972532,0.4624840438861111
MNIST M=800 (capacity test),mnist,800,784,0.4,516,0.14,0.20666666666666667,0,0.2020949813369178,0.19146136988373286
MNIST M=800 (capacity test),mnist,800,784,0.4,408,0.22666666666666666,0.22,0,0.34269165225209935,0.3387620999392742
MNIST M=800 (capacity test),mnist,800,784,0.4,61,0.26,0.25333333333333335,0,0.45053759033117885,0.11338121676740798
MNIST M=800 (capacity test),mnist,800,784,0.4,384,0.18,0.21333333333333335,0,0.243583731906948,0.37676989422346735
MNIST M=800 (capacity test),mnist,800,784,0.4,708,0.14,0.16,0,0.20109197851587776,0.3067094377641971
MNIST M=800 (capacity test),mnist,800,784,0.4,458,0.17333333333333334,0.23333333333333334,0,0.11336303055872018,0.19921052997959232
MNIST M=800 (capacity test),mnist,800,784,0.4,416,0.16,0.22,0,0.15810199469571704,0.3412738272014888
MNIST M=800 (capacity test),mnist,800,784,0.4,771,0.14666666666666667,0.16,0,0.36049707016051447,0.22059287518933476
MNIST M=800 (capacity test),mnist,800,784,0.4,211,0.23333333333333334,0.24,0,0.3067938897445723,0.36846343738299747
MNIST M=800 (capacity test),mnist,800,784,0.4,626,0.20666666666666667,0.22,0,0.10231011505144041,0.1379895653575378
MNIST M=800 (capacity test),mnist,800,784,0.4,486,0.22,0.18,0,0.3776507207659353,0.3160066914854966
MNIST M=800 (capacity test),mnist,800,784,0.4,797,0.21333333333333335,0.23333333333333334,0,0.1063088732895472,0.509399964599042
MNIST M=800 (capacity test),mnist,800,784,0.4,372,0.19333333333333333,0.18666666666666668,0,-0.05802394180967498,0.020201085707098655
MNIST M=800 (capacity test),mnist,800,784,0.4,696,0.23333333333333334,0.20666666666666667,0,0.6135245021174245,0.5849750936905269
MNIST M=800 (capacity test),mnist,800,784,0.4,13,0.18,0.15333333333333332,0,0.1337760924874917,0.16647957649919648
MNIST M=800 (capacity test),mnist,800,784,0.4,709,0.2,0.22666666666666666,0,0.1711995374330158,0.3698361840714813
MNIST M=800 (capacity test),mnist,800,784,0.4,667,0.19333333333333333,0.17333333333333334,0,0.23482660251428922,0.17283529740324755
MNIST M=800 (capacity test),mnist,800,784,0.4,274,0.2,0.2,0,0.3594402248592584,0.27714044546363586
MNIST M=800 (capacity test),mnist,800,784,0.4,735,0.19333333333333333,0.21333333333333335,0,0.36971640154040075,0.43846684227237953
MNIST M=800 (capacity test),mnist,800,784,0.4,372,0.16,0.24666666666666667,0,0.025256719120562585,0.572867557118443
MNIST M=800 (capacity test),mnist,800,784,0.4,66,0.26666666666666666,0.23333333333333334,0,0.31740235481577195,0.49119712680867494
MNIST M=800 (capacity test),mnist,800,784,0.4,29,0.19333333333333333,0.22666666666666666,0,0.3350990082165854,0.3109089692379637
MNIST M=800 (capacity test),mnist,800,784,0.4,400,0.16,0.2,0,-0.0012336825338010197,0.371839669274388
MNIST M=800 (capacity test),mnist,800,784,0.4,312,0.23333333333333334,0.24666666666666667,0,0.3280142936934156,0.24688439163252796
MNIST M=800 (capacity test),mnist,800,784,0.4,104,0.21333333333333335,0.22,0,0.23384389027893843,0.1908714811877011
MNIST M=800 (capacity test),mnist,800,784,0.4,747,0.18666666666666668,0.20666666666666667,0,0.23869121074615776,0.37050310276825416
MNIST M=800 (capacity test),mnist,800,784,0.4,588,0.18,0.2,0,0.2825727975408319,0.45331264019666095
MNIST M=800 (capacity test),mnist,800,784,0.5,409,0.2,0.28,0,0.047775554359930895,0.2995499389850309
MNIST M=800 (capacity test),mnist,800,784,0.5,631,0.18666666666666668,0.19333333333333333,0,0.4367653915853766,0.15889416499134312
MNIST M=800 (capacity test),mnist,800,784,0.5,230,0.18666666666666668,0.16666666666666666,0,0.3580582015221111,0.2087244578098203
